vote_2020,race_ethnicity,household_income,education,state,vote_trump,vote_biden
I am not sure/don't know,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,AZ,0,0
I am not sure/don't know,Caucasian,$150k+ : upper class,Graduate degree or more,NY,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,NJ,1,0
I am not sure/don't know,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,SC,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,NV,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,TX,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,MA,1,0
Donald Trump,Caucasian,$15k - $35k: low income,Graduate degree or more,FL,1,0
I am not sure/don't know,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,CA,0,0
Someone else,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,WI,0,0
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,FL,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,IL,0,1
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Graduate degree or more,VA,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,No highschool diploma,MI,0,1
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Highschool diploma,FL,0,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,MI,0,1
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Highschool diploma,CT,0,0
Someone else,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,MA,0,0
I am not sure/don't know,Not Caucasian,$15k - $35k: low income,Undergraduate degree,NY,0,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,1
Donald Trump,Not Caucasian,$15k - $35k: low income,Undergraduate degree,FL,1,0
Donald Trump,Not Caucasian,$150k+ : upper class,Highschool diploma,NJ,1,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,AL,0,1
Someone else,Not Caucasian,$70 - $150k: upper middle class,Graduate degree or more,CA,0,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,SC,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,VA,0,1
I would not vote,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,GA,0,0
I am not sure/don't know,Caucasian,$15k - $35k: low income,Undergraduate degree,FL,0,0
I would not vote,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,PA,0,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,FL,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Graduate degree or more,NY,0,1
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,PA,1,0
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Undergraduate degree,IL,0,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,GA,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,No highschool diploma,NY,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,MA,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,SC,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,IL,0,1
Donald Trump,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,TN,1,0
Joe Biden,Caucasian,$150k+ : upper class,Graduate degree or more,CA,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,FL,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,PA,1,0
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,MA,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Undergraduate degree,NC,1,0
I would not vote,Not Caucasian,$70 - $150k: upper middle class,Graduate degree or more,PA,0,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NY,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,NJ,0,1
Someone else,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,GA,0,0
Joe Biden,Caucasian,$150k+ : upper class,Graduate degree or more,VA,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,TX,1,0
Someone else,Caucasian,$35k - $70k: middle class,Graduate degree or more,UT,0,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,LA,0,1
Donald Trump,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NY,1,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,IL,1,0
I would not vote,Caucasian,$35k - $70k: middle class,No highschool diploma,GA,0,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,AZ,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,NH,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Highschool diploma,AZ,1,0
Someone else,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,CA,0,0
I would not vote,Caucasian,$0 - $15k: living in poverty,Highschool diploma,AL,0,0
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,VA,1,0
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,MT,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,TX,0,1
I would not vote,Caucasian,$70 - $150k: upper middle class,Highschool diploma,WV,0,0
I would not vote,Caucasian,$15k - $35k: low income,Highschool diploma,NC,0,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Graduate degree or more,VA,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,IL,0,1
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,CA,1,0
I am not sure/don't know,Not Caucasian,$35k - $70k: middle class,Highschool diploma,TN,0,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,FL,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,CA,0,1
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,ID,1,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Undergraduate degree,FL,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,CA,1,0
Joe Biden,Caucasian,$0 - $15k: living in poverty,No highschool diploma,TX,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Undergraduate degree,SC,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,FL,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Graduate degree or more,VA,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,CA,0,1
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,CA,0,1
Someone else,Not Caucasian,$35k - $70k: middle class,Highschool diploma,NY,0,0
Joe Biden,Caucasian,$150k+ : upper class,Graduate degree or more,MA,0,1
Donald Trump,Caucasian,$150k+ : upper class,Undergraduate degree,IL,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,IL,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Undergraduate degree,NC,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NJ,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,AZ,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,NY,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,NY,0,1
I am not sure/don't know,Caucasian,$70 - $150k: upper middle class,Highschool diploma,MN,0,0
I am not sure/don't know,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,OH,0,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,TX,0,1
Someone else,Caucasian,$0 - $15k: living in poverty,Highschool diploma,AR,0,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,CA,1,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,SC,0,1
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Highschool diploma,DE,0,0
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,NJ,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Undergraduate degree,AL,1,0
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,WA,0,1
I would not vote,Caucasian,$0 - $15k: living in poverty,Highschool diploma,OK,0,0
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,VA,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,MS,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,NV,0,1
Joe Biden,Not Caucasian,$150k+ : upper class,Highschool diploma,NY,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,NV,0,1
Someone else,Caucasian,$15k - $35k: low income,No highschool diploma,FL,0,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,FL,1,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Graduate degree or more,TX,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,FL,0,1
I am not sure/don't know,Caucasian,$150k+ : upper class,Graduate degree or more,VA,0,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,AL,1,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,TX,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,NE,0,1
Donald Trump,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,FL,1,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,GA,1,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,FL,1,0
Donald Trump,Caucasian,$15k - $35k: low income,No highschool diploma,NC,1,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,ND,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,PA,0,1
Donald Trump,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,NY,1,0
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,CA,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,TX,0,1
I am not sure/don't know,Not Caucasian,$15k - $35k: low income,Undergraduate degree,CA,0,0
Someone else,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,TX,0,0
I would not vote,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NY,0,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,OK,0,1
Donald Trump,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,GA,1,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,DC,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,FL,1,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,TX,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,IN,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Undergraduate degree,FL,0,1
I would not vote,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NY,0,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,MO,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,TN,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,CA,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,IN,0,1
I would not vote,Not Caucasian,$0 - $15k: living in poverty,No highschool diploma,OK,0,0
Donald Trump,Caucasian,$35k - $70k: middle class,Undergraduate degree,GA,1,0
I am not sure/don't know,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NC,0,0
Joe Biden,Not Caucasian,$15k - $35k: low income,No highschool diploma,TX,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,KS,0,1
Donald Trump,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,KY,1,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,CA,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,GA,0,1
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Undergraduate degree,WI,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,FL,1,0
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Highschool diploma,TX,0,0
Donald Trump,Not Caucasian,$15k - $35k: low income,Undergraduate degree,CA,1,0
I would not vote,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,CA,0,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,NY,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,SC,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,FL,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,OH,0,1
I would not vote,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NY,0,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,WA,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,NC,1,0
Someone else,Not Caucasian,$35k - $70k: middle class,Highschool diploma,MD,0,0
I would not vote,Not Caucasian,$35k - $70k: middle class,Graduate degree or more,TX,0,0
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,NY,1,0
I am not sure/don't know,Caucasian,$70 - $150k: upper middle class,Highschool diploma,IN,0,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,ME,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,VT,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,NY,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,Undergraduate degree,FL,1,0
Donald Trump,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,AZ,1,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Highschool diploma,TX,1,0
Someone else,Caucasian,$15k - $35k: low income,Highschool diploma,TX,0,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,NV,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,TX,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,CA,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,CA,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Highschool diploma,DE,1,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,IL,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Undergraduate degree,TX,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Undergraduate degree,NY,1,0
Donald Trump,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,TX,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,VA,0,1
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,CA,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,MI,0,1
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,NJ,1,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,LA,1,0
Joe Biden,Caucasian,$150k+ : upper class,Highschool diploma,TX,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,TX,1,0
Someone else,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,IL,0,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,NY,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Undergraduate degree,MS,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,GA,0,1
I would not vote,Caucasian,$35k - $70k: middle class,Highschool diploma,CT,0,0
Someone else,Caucasian,$35k - $70k: middle class,Undergraduate degree,IN,0,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,CA,0,1
Donald Trump,Not Caucasian,$35k - $70k: middle class,Highschool diploma,PA,1,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,TN,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,KY,0,1
Joe Biden,Caucasian,$150k+ : upper class,Undergraduate degree,CT,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,TX,1,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,TX,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,NJ,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,RI,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,CO,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,IL,0,1
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,MO,1,0
Someone else,Caucasian,$35k - $70k: middle class,Highschool diploma,MD,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Undergraduate degree,FL,1,0
Joe Biden,Caucasian,$150k+ : upper class,Highschool diploma,WI,0,1
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,MN,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,No highschool diploma,IN,1,0
I am not sure/don't know,Not Caucasian,$0 - $15k: living in poverty,No highschool diploma,NC,0,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,MI,1,0
Donald Trump,Not Caucasian,$0 - $15k: living in poverty,No highschool diploma,NY,1,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,TX,0,1
I am not sure/don't know,Caucasian,$0 - $15k: living in poverty,Highschool diploma,NM,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,NY,1,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,No highschool diploma,FL,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,FL,0,1
I am not sure/don't know,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,WA,0,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,NY,0,1
Donald Trump,Caucasian,$150k+ : upper class,Undergraduate degree,CA,1,0
Someone else,Caucasian,$0 - $15k: living in poverty,Highschool diploma,NC,0,0
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,AZ,0,1
Donald Trump,Not Caucasian,$150k+ : upper class,Undergraduate degree,MD,1,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,FL,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Undergraduate degree,MI,1,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,TX,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,OH,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,ME,1,0
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Highschool diploma,GA,0,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,No highschool diploma,SC,0,1
Donald Trump,Caucasian,$150k+ : upper class,Undergraduate degree,OH,1,0
I am not sure/don't know,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,IL,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,TX,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,OK,0,1
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NY,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,IL,1,0
